"timestamp","fridge_w","tv_w","light_w","air_conditioning_w","smart_panel_w","fridge_wh","tv_wh","light_wh","air_conditioning_wh","smart_panel_wh","total_slice_kwh"
"2026-04-01 00:00:00","169.87030631635722","120","120","1086.9995476697973","10.451006771778891","14.155858859696433","10","10","90.58329563914977","0.8709172309815743","0.125610072"
"2026-04-01 00:05:00","169.60712684566596","120","120","1147.7341685418016","10.772983773983578","14.13392723713883","10","10","95.64451404515013","0.8977486478319647","0.13067619"
"2026-04-01 00:10:00","161.18533690937622","120","120","1104.067694848641","9.743131841626614","13.432111409114684","10","10","92.00564123738674","0.8119276534688844","0.12624968"
"2026-04-01 00:15:00","147.67789194855513","120","120","1156.66065546563","9.14031024766846","12.306490995712927","10","10","96.38838795546917","0.7616925206390383","0.129456571"
"2026-04-01 00:20:00","4.091015350745404","120","120","1159.9579746446552","9.14686083948294","0.3409179458954503","10","10","96.66316455372126","0.762238403290245","0.117766321"
"2026-04-01 00:25:00","3.8608485733199056","120","120","1102.3549080895548","8.52939813891012","0.3217373811099921","10","10","91.86290900746289","0.7107831782425099","0.11289543"
"2026-04-01 00:30:00","2.4595629569434294","120","120","963.6599045310503","10.805650900012607","0.20496357974528578","10","10","80.30499204425419","0.9004709083343838","0.101410427"
"2026-04-01 00:35:00","3.779491037729978","120","120","1047.9227555917882","10.457521817258375","0.31495758647749816","10","10","87.32689629931568","0.8714601514381979","0.108513314"
"2026-04-01 00:40:00","4.488188492914329","120","120","1061.9520578945526","10.823326949002057","0.37401570774286075","10","10","88.49600482454605","0.901943912416838","0.109771964"
"2026-04-01 00:45:00","3.601342481320616","120","120","1062.263386667106","8.776103203395946","0.30011187344338464","10","10","88.5219488889255","0.7313419336163288","0.109553403"
"2026-04-01 00:50:00","5.405459314310718","120","120","1071.218216649292","11.219359976103068","0.4504549428592265","10","10","89.26818472077431","0.9349466646752556","0.110653586"
"2026-04-01 00:55:00","3.989597643667222","120","120","1182.8301082943462","8.98819631348587","0.33246647030560184","10","10","98.56917569119551","0.7490163594571558","0.119650659"
"2026-04-01 01:00:00","164.99348879030347","120","120","1118.7302495503527","9.68958945023061","13.749457399191956","10","10","93.22752079586272","0.8074657875192175","0.127784444"
"2026-04-01 01:05:00","166.76086599474405","120","120","1067.893709493139","8.227419696297082","13.896738832895338","10","10","88.99114245776158","0.6856183080247568","0.1235735"
"2026-04-01 01:10:00","163.2751848398821","120","120","1201.6162290775883","12.32141698789483","13.606265403323507","10","10","100.13468575646569","1.0267847489912358","0.134767736"
"2026-04-01 01:15:00","160.65923662233817","120","120","1056.9651875264724","10.603206059443313","13.38826971852818","10","10","88.08043229387269","0.8836005049536093","0.122352303"
"2026-04-01 01:20:00","4.521091324114375","120","120","1089.9630424095642","10.872280347277748","0.37675761034286454","10","10","90.83025353413035","0.9060233622731456","0.112113035"
"2026-04-01 01:25:00","4.192836873184018","120","120","1088.085213362004","10.623648965340669","0.34940307276533483","10","10","90.673767780167","0.8853040804450557","0.111908475"
"2026-04-01 01:30:00","2.738862705540926","120","120","1029.9802953917776","10.010842048507802","0.22823855879507715","10","10","85.83169128264814","0.8342368373756501","0.106894167"
"2026-04-01 01:35:00","3.5988080865742975","120","120","1065.206912994977","8.813248887687541","0.29990067388119146","10","10","88.76724274958141","0.734437407307295","0.109801581"
"2026-04-01 01:40:00","4.431375330380078","120","120","1204.2352810536927","7.646731847613045","0.36928127753167317","10","10","100.35294008780772","0.6372276539677537","0.121359449"
"2026-04-01 01:45:00","4.322507027911101","120","120","1063.9556309933796","9.966842384884613","0.3602089189925917","10","10","88.6629692494483","0.8305701987403844","0.109853748"
"2026-04-01 01:50:00","4.658383818724007","120","120","1045.7723226587013","10.589176400217498","0.38819865156033395","10","10","87.14769355489177","0.8824313666847915","0.108418324"
"2026-04-01 01:55:00","2.4501191591439504","120","120","1178.297955217483","9.73044100012515","0.2041765965953292","10","10","98.19149626812357","0.8108700833437625","0.119206543"
"2026-04-01 02:00:00","147.2486345872122","120","120","1095.2471832356523","8.841007527110204","12.270719548934348","10","10","91.27059860297102","0.7367506272591836","0.124278069"
"2026-04-01 02:05:00","161.21715859634838","120","120","1188.6017884444238","10.409101210088153","13.434763216362365","10","10","99.05014903703531","0.8674251008406794","0.133352337"
"2026-04-01 02:10:00","168.09142608145623","120","120","1122.5992243327275","10.145850084521793","14.007618840121353","10","10","93.54993536106062","0.8454875070434827","0.128403042"
"2026-04-01 02:15:00","157.21048072520506","120","120","1142.6403129089972","10.77979311182232","13.100873393767088","10","10","95.22002607574976","0.89831609265186","0.129219216"
"2026-04-01 02:20:00","2.7685566923824476","120","120","1019.1637140632492","10.222332371848767","0.23071305769853728","10","10","84.93030950527077","0.8518610309873972","0.106012884"
"2026-04-01 02:25:00","5.15904338827166","120","120","1155.4674639242646","10.256346278499791","0.42992028235597163","10","10","96.28895532702205","0.8546955232083159","0.117573571"
"2026-04-01 02:30:00","3.9864575511379012","120","120","1150.214141338862","9.665526973534693","0.33220479592815844","10","10","95.85117844490516","0.805460581127891","0.116988844"
"2026-04-01 02:35:00","3.2852132321737413","120","120","1177.4544410883248","8.982530059792717","0.2737677693478118","10","10","98.12120342402706","0.748544171649393","0.119143515"
"2026-04-01 02:40:00","5.476409565553967","120","120","1119.224457418745","9.857157005499891","0.4563674637961639","10","10","93.26870478489542","0.8214297504583242","0.114546502"
"2026-04-01 02:45:00","3.780225420906029","120","120","1155.7160888228432","11.375639589403479","0.3150187850755024","10","10","96.30967406857026","0.9479699657836231","0.117572663"
"2026-04-01 02:50:00","3.8919388939439843","120","120","1071.1590299202207","11.766435426044222","0.32432824116199865","10","10","89.26325249335173","0.9805362855036851","0.110568117"
"2026-04-01 02:55:00","5.9759805526861784","120","120","1100.8487693570755","8.058200515383865","0.49799837939051483","10","10","91.73739744642296","0.6715167096153221","0.112906913"
"2026-04-01 03:00:00","156.52253024314007","120","120","1076.3321576587723","10.097079840924064","13.043544186928338","10","10","89.69434647156436","0.8414233200770053","0.123579314"
"2026-04-01 03:05:00","171.35558058744175","120","120","1094.5739254063226","9.924988883851904","14.279631715620145","10","10","91.2144937838602","0.8270824069876587","0.126321208"
"2026-04-01 03:10:00","159.78318500771238","120","120","1131.4646434952115","9.391372569229048","13.315265417309364","10","10","94.28872029126762","0.7826143807690873","0.1283866"
"2026-04-01 03:15:00","144.06469520105443","120","120","1065.5016341265057","10.488874315330078","12.005391266754536","10","10","88.79180284387547","0.8740728596108398","0.121671267"
"2026-04-01 03:20:00","4.136049864788885","120","120","1166.7670879179395","9.077804685362528","0.3446708220657404","10","10","97.2305906598283","0.7564837237802107","0.118331745"
"2026-04-01 03:25:00","4.530821183024774","120","120","925.148395044167","9.725903428277736","0.3775684319187312","10","10","77.09569958701391","0.810491952356478","0.09828376"
"2026-04-01 03:30:00","5.268028667381753","120","120","1076.9201566373795","10.672612385321006","0.43900238894847937","10","10","89.74334638644828","0.8893843654434171","0.111071733"
"2026-04-01 03:35:00","4.759755328519123","120","120","1025.1606882480598","9.820379924171363","0.3966462773765936","10","10","85.43005735400499","0.8183649936809468","0.106645069"
"2026-04-01 03:40:00","3.302081560995637","120","120","1143.7808612011052","9.542650048116448","0.27517346341630305","10","10","95.31507176675876","0.7952208373430373","0.116385466"
"2026-04-01 03:45:00","1.7938159009048054","120","120","1119.459344522575","9.399239853629858","0.14948465840873376","10","10","93.28827871021458","0.7832699878024881","0.114221033"
"2026-04-01 03:50:00","5.470074648441637","120","120","1041.4845075502299","10.18088634861028","0.45583955403680304","10","10","86.79037562918582","0.8484071957175232","0.108094622"
"2026-04-01 03:55:00","4.088756877130318","120","120","1017.8487852240042","11.17862943078529","0.3407297397608598","10","10","84.82073210200035","0.9315524525654407","0.106093014"
"2026-04-01 04:00:00","165.99042710006105","120","120","1129.1376838078424","10.492373798295947","13.832535591671753","10","10","94.09480698398687","0.8743644831913289","0.128801707"
"2026-04-01 04:05:00","149.62914003437356","120","120","1125.7122240530234","10.143376263561562","12.469095002864464","10","10","93.80935200441861","0.8452813552967968","0.127123728"
"2026-04-01 04:10:00","147.71911972704552","120","120","1136.2196104770928","11.596635937114087","12.309926643920459","10","10","94.68496753975774","0.9663863280928405","0.127961281"
"2026-04-01 04:15:00","163.93217484821457","120","120","1131.7195288680243","9.901349505088197","13.661014570684546","10","10","94.30996073900202","0.8251124587573497","0.128796088"
"2026-04-01 04:20:00","2.9312786799164203","120","120","1144.0433791287412","9.68252360108172","0.24427322332636836","10","10","95.33694826072843","0.8068769667568099","0.116388098"
"2026-04-01 04:25:00","4.820899757317943","120","120","1112.694928740335","11.453587540551876","0.4017416464431619","10","10","92.72457739502791","0.9544656283793229","0.114080785"
"2026-04-01 04:30:00","3.4931559194914774","120","120","1054.803763729885","9.3992016326625","0.29109632662428975","10","10","87.90031364415708","0.783266802721875","0.108974677"
"2026-04-01 04:35:00","5.836306111660855","120","120","1055.43631094127","10.393059587684636","0.48635884263840456","10","10","87.9530259117725","0.8660882989737196","0.109305473"
